cik,institution,last_accesion_number,last_report_period,last_filing_date,total_value,total_holding,updated_on
1841496,Marshall Financial Group LLC,0001841496-24-000001,2023-12-31,2024-01-10,277421107,163,2024-04-04 03:42:30.223997
1964819,"McGlone Suttner Wealth Management, Inc.",0001964819-24-000001,2023-12-31,2024-01-18,505921236,854,2024-04-04 03:42:30.223997
1911384,Mendel Capital Management LLC,0001172661-24-000358,2023-12-31,2024-01-26,139194403,92,2024-04-04 03:42:30.223997
1383782,"Merrion Investment Management Co, LLC",0001172661-24-000210,2023-12-31,2024-01-12,127288245,91,2024-04-04 03:42:30.223997
1901166,"Mill Capital Management, LLC",0001398344-24-001313,2023-12-31,2024-01-30,1119964743,119,2024-04-04 03:42:30.223997
1713112,"Mokosak Advisory Group, LLC",0001085146-24-000579,2023-12-31,2024-01-31,278835895,27,2024-04-04 03:42:30.223997
1878581,NEW THINKING (HONG KONG) INVESTMENT MANAGEMENT CO. Ltd,0001878581-24-000001,2023-12-31,2024-01-17,10985,3,2024-04-04 03:42:30.223997
1548577,"New Harbor Financial Group, LLC",0001172661-24-000342,2023-12-31,2024-01-25,274209772,46,2024-04-04 03:42:30.223997
1745796,North Growth Management Ltd.,0001745796-24-000001,2023-12-31,2024-02-07,468994,47,2024-04-04 03:42:30.223997
1974277,"North Ridge Wealth Advisors, Inc.",0001085146-24-000296,2023-12-31,2024-01-18,120150028,39,2024-04-04 03:42:30.223997
1631408,"Northstar Group, Inc.",0001085146-24-000175,2023-12-31,2024-01-10,460351634,144,2024-04-04 03:42:30.223997
1729457,"Nova R Wealth, Inc.",0001172661-24-000281,2023-12-31,2024-01-19,158775846,63,2024-04-04 03:42:30.223997
1912040,"OAK HARBOR WEALTH PARTNERS, LLC",0001398344-24-002453,2023-12-31,2024-02-09,297893007,228,2024-04-04 03:42:30.223997
1730962,"ODonnell Financial Services, LLC",0001085146-24-000672,2023-12-31,2024-02-02,199493591,36,2024-04-04 03:42:30.223997
714364,OGOREK ANTHONY JOSEPH /NY/ /ADV,0000714364-24-000002,2023-12-31,2024-02-09,275130,293,2024-04-04 03:42:30.223997
1906766,OLIO Financial Planning,0001085146-24-000184,2023-12-31,2024-01-10,238780647,52,2024-04-04 03:42:30.223997
1962695,"Olistico Wealth, LLC",0001962695-24-000001,2023-12-31,2024-02-12,128030235,105,2024-04-04 03:42:30.223997
1957840,"Onyx Financial Advisors, LLC",0001085146-24-000186,2023-12-31,2024-01-10,136828524,13,2024-04-04 03:42:30.223997
1484159,"P&S Credit Management, L.P.",0001814554-24-000002,2023-12-31,2024-01-09,58929981,16,2024-04-04 03:42:30.223997
1905393,"PCG Wealth Advisors, LLC",0001085146-24-000549,2023-12-31,2024-01-30,179049372,104,2024-04-04 03:42:30.223997
1594540,"PEAVINE CAPITAL, LLC",0001085146-24-000427,2023-12-31,2024-01-24,391295269,9,2024-04-04 03:42:30.223997
1108893,PENN DAVIS MCFARLAND INC,0001108893-24-000001,2023-12-31,2024-01-19,587783941,46,2024-04-04 03:42:30.223997
764529,PEREGRINE CAPITAL MANAGEMENT LLC,0000764529-24-000002,2023-12-31,2024-01-26,3327027692,318,2024-04-04 03:42:30.223997
1630363,PM CAPITAL Ltd,0001630363-23-000005,2023-09-30,2023-10-19,478457,9,2024-04-04 03:42:30.223997
1123812,PROFFITT & GOODSON INC,0001123812-24-000002,2023-12-31,2024-01-24,532840965,223,2024-04-04 03:42:30.223997
1879203,"Pariax, LLC",0001085146-24-001410,2023-12-31,2024-02-14,44329359,15,2024-04-04 03:42:30.223997
1694883,"Patriot Financial Group Insurance Agency, LLC",0001694883-24-000001,2023-12-31,2024-01-19,529546173,463,2024-04-04 03:42:30.223997
1911464,"Pinnacle Wealth Management, LLC",0001085146-24-000429,2023-12-31,2024-01-24,87482950,32,2024-04-04 03:42:30.223997
1927474,"Powers Advisory Group, LLC",0001927474-24-000001,2023-12-31,2024-01-17,162053788,91,2024-04-04 03:42:30.223997
1399360,Presima Securities ULC,0001172661-24-000778,2023-12-31,2024-02-13,443787934,54,2024-04-04 03:42:30.223997
1787027,"Private Wealth Advisors, LLC",0001172661-24-000313,2023-12-31,2024-01-23,256403760,71,2024-04-04 03:42:30.223997
1353318,Progressive Investment Management Corp,0001398344-24-000971,2023-12-31,2024-01-24,351463377,57,2024-04-04 03:42:30.223997
1799797,"Provident Wealth Management, LLC",0001398344-24-000930,2023-12-31,2024-01-24,228136761,88,2024-04-04 03:42:30.223997
1733472,"Quaker Wealth Management, LLC",0001733472-24-000001,2023-12-31,2024-02-12,222098164,55,2024-04-04 03:42:30.223997
1776296,"RBA Wealth Management, LLC",0001085146-24-000852,2023-12-31,2024-02-08,229070081,90,2024-04-04 03:42:30.223997
1787663,"RIVERSEDGE ADVISORS, LLC",0001787663-24-000001,2023-12-31,2024-01-17,365011376,79,2024-04-04 03:42:30.223997
1641652,ROPES WEALTH ADVISORS LLC,0001420506-23-001852,2023-09-30,2023-10-19,515285715,252,2024-04-04 03:42:30.223997
1810555,"RTD Financial Advisors, Inc.",0001810555-24-000001,2023-12-31,2024-01-17,712339106,99,2024-04-04 03:42:30.223997
1783599,"Red Door Wealth Management, LLC",0001172661-24-000247,2023-12-31,2024-01-17,460526945,198,2024-04-04 03:42:30.223997
1535859,"Rezny Wealth Management, Inc.",0001172661-24-000667,2023-12-31,2024-02-12,314004525,22,2024-04-04 03:42:30.223997
1028874,"Roof Eidam Maycock Peralta, LLC",0001172661-24-000511,2023-12-31,2024-02-07,333020815,124,2024-04-04 03:42:30.223997
1977181,"Root Financial Partners, LLC",0001085146-24-000536,2023-12-31,2024-01-30,266190526,82,2024-04-04 03:42:30.223997
1908914,"SFG Wealth Management, LLC.",0001085146-24-000341,2023-12-31,2024-01-19,150273514,91,2024-04-04 03:42:30.223997
1557485,"SNS Financial Group, LLC",0001085146-24-000389,2023-12-31,2024-01-22,844246308,283,2024-04-04 03:42:30.223997
1339270,SOL Capital Management CO,0001339270-24-000001,2023-12-31,2024-01-25,736520,298,2024-04-04 03:42:30.223997
1041283,SPIRIT OF AMERICA MANAGEMENT CORP/NY,0001104659-24-005494,2023-12-31,2024-01-22,455727855,329,2024-04-04 03:42:30.223997
860580,STEWART & PATTEN CO LLC,0000860580-24-000002,2023-12-31,2024-01-18,639298351,126,2024-04-04 03:42:30.223997
1952722,SWAN Capital LLC,0001986042-24-000003,2023-12-31,2024-02-13,158827408,31,2024-04-04 03:42:30.223997
1568540,Sather Financial Group Inc,0001568540-24-000001,2023-12-31,2024-01-26,1351912943,93,2024-04-04 03:42:30.223997
1905673,"Scott Capital Advisors, LLC",0001085146-24-000169,2023-12-31,2024-01-10,297950896,51,2024-04-04 03:42:30.223997
1767070,Shulman DeMeo Asset Management LLC,0001085146-24-000218,2023-12-31,2024-01-11,352657407,135,2024-04-04 03:42:30.223997
1328551,"Siguler Guff Advisers, LLC",0000904454-24-000074,2023-12-31,2024-01-29,250270356,6,2024-04-04 03:42:30.223997
1486066,"Simplicity Solutions, LLC",0001062993-24-001496,2023-12-31,2024-01-29,3659579830,1070,2024-04-04 03:42:30.223997
1913243,"Simplicity Wealth,LLC",0001062993-24-001494,2023-12-31,2024-01-29,258367415,180,2024-04-04 03:42:30.223997
1716984,"Slow Capital, Inc.",0001716984-24-000002,2023-12-31,2024-01-31,574734659,122,2024-04-04 03:42:30.223997
1906613,"Solidarity Wealth, LLC",0001172661-24-000673,2023-12-31,2024-02-12,277153023,83,2024-04-04 03:42:30.223997
1991301,"Sterling Financial Group, Inc.",0001991301-24-000002,2023-12-31,2024-01-17,168558080,62,2024-04-04 03:42:30.223997
1925853,"Sterling Investment Counsel, LLC",0001925853-24-000001,2023-12-31,2024-01-12,195968152,195,2024-04-04 03:42:30.223997
1665199,"StrategIQ Financial Group, LLC",0001085146-24-000407,2023-12-31,2024-01-23,885289746,317,2024-04-04 03:42:30.223997
1800158,"Sunburst Financial Group, LLC",0001085146-24-000081,2023-12-31,2024-01-09,323029712,105,2024-04-04 03:42:30.223997
1806473,TFG Advisers LLC,0001172661-24-000780,2023-12-31,2024-02-13,238310501,200,2024-04-04 03:42:30.223997
1008937,TRUST CO OF TOLEDO NA /OH/,0001008937-24-000001,2023-12-31,2024-01-04,580588936,310,2024-04-04 03:42:30.223997
1135439,TRUST CO OF VIRGINIA /VA,0001140361-24-003816,2023-12-31,2024-01-25,991428396,355,2024-04-04 03:42:30.223997
1327944,Town & Country Bank & Trust CO dba First Bankers Trust CO,0001327944-24-000001,2023-12-31,2024-01-12,215509385,115,2024-04-04 03:42:30.223997
1808915,"U.S. Capital Wealth Advisors, LLC",0001808915-24-000001,2023-12-31,2024-02-06,2522294953,657,2024-04-04 03:42:30.223997
1729754,Uncommon Cents Investing LLC,0001085146-24-000310,2023-12-31,2024-01-18,302061321,180,2024-04-04 03:42:30.223997
805870,"VAUGHAN & Co SECURITIES, INC.",0000805870-24-000001,2023-12-31,2024-01-26,149071983,55,2024-04-04 03:42:30.223997
1900990,Vahanian & Associates Financial Planning Inc.,0001085146-24-000473,2023-12-31,2024-01-25,25292773,50,2024-04-04 03:42:30.223997
1973921,Values Added Financial LLC,0001085146-24-000300,2023-12-31,2024-01-18,122172895,82,2024-04-04 03:42:30.223997
1542108,"Verity & Verity, LLC",0001068804-24-000002,2023-12-31,2024-02-12,864099875,105,2024-04-04 03:42:30.223997
1758163,Virginia National Bank,0001758163-23-000011,2023-09-30,2023-10-19,21924752,35,2024-04-04 03:42:30.223997
1730145,"Voss Capital, LLC",0001214659-24-001402,2023-12-31,2024-01-30,1026972700,60,2024-04-04 03:42:30.223997
1965271,WATERSHED PRIVATE WEALTH LLC,0001965271-24-000001,2023-12-31,2024-02-07,180898481,107,2024-04-04 03:42:30.223997
1962450,"WS Portfolio Advisory, LLC",0001962450-24-000003,2023-12-31,2024-01-24,540167440,39,2024-04-04 03:42:30.223997
1817494,Walkner Condon Financial Advisors LLC,0001085146-24-000425,2023-12-31,2024-01-24,439130532,265,2024-04-04 03:42:30.223997
1703496,"Warren Street Wealth Advisors, LLC",0001703496-24-000002,2023-12-31,2024-03-19,176239276,89,2024-04-04 03:42:30.223997
1844495,Wealthspring Capital LLC,0001085146-24-000249,2023-12-31,2024-01-16,76388655,71,2024-04-04 03:42:30.223997
1351731,"WestEnd Advisors, LLC",0000909012-24-000005,2023-12-31,2024-01-18,3646953206,301,2024-04-04 03:42:30.223997
1954480,Western Financial Corp/CA,0001085146-24-000469,2023-12-31,2024-01-25,149517663,109,2024-04-04 03:42:30.223997
1573263,"Wiser Wealth Management, Inc",0001573263-24-000001,2023-12-31,2024-01-05,274379676,33,2024-04-04 03:42:30.223997
1738071,Yong Rong (HK) Asset Management Ltd,0001738071-24-000002,2023-12-31,2024-02-06,266370,16,2024-04-04 03:42:30.223997
1909760,"Zullo Investment Group, Inc.",0001085146-24-000328,2023-12-31,2024-01-19,195184409,150,2024-04-04 03:42:30.223997
1539994,AEGON ASSET MANAGEMENT UK PLC,0001539994-24-000003,2023-12-31,2024-01-11,6278771,145,2024-04-04 03:42:30.223997
1919176,"Retireful, LLC",0001085146-24-000472,2023-12-31,2024-01-25,229792953,88,2024-04-04 03:42:30.223997
1968777,25 LLC,0001968777-24-000001,2023-12-31,2024-01-18,194130645,46,2024-04-04 03:42:30.223997
1840261,4Thought Financial Group Inc.,0001840261-24-000001,2023-12-31,2024-01-30,138325402,114,2024-04-04 03:42:30.223997
1093589,ALTA CAPITAL MANAGEMENT LLC/,0001093589-24-000001,2023-12-31,2024-01-22,1548784988,95,2024-04-04 03:42:30.223997
1018724,AMAZON COM INC,0001104659-24-008239,2023-12-31,2024-01-30,4142925845,9,2024-04-04 03:42:30.223997
1697748,ARK Investment Management LLC,0001104659-24-004517,2023-12-31,2024-01-17,16890984818,223,2024-04-04 03:42:30.223997
1433541,"ASPIRIANT, LLC",0001172661-24-000350,2023-12-31,2024-01-26,2220545731,308,2024-04-04 03:42:30.223997
926834,AVITY INVESTMENT MANAGEMENT INC.,0000926834-24-000001,2023-12-31,2024-01-11,1115947118,109,2024-04-04 03:42:30.223997
1576762,"Advisory Alpha, LLC",0001085146-24-000412,2023-12-31,2024-01-23,2182760355,345,2024-04-04 03:42:30.223997
1853635,"Ampfield Management, L.P.",0001853635-24-000001,2023-12-31,2024-01-30,153212,5,2024-04-04 03:42:30.223997
1987321,Arcataur Capital Management LLC,0001987321-24-000001,2023-12-31,2024-02-07,262834167,98,2024-04-04 03:42:30.223997
1767435,"Artemis Wealth Advisors, LLC",0001941040-24-000090,2023-12-31,2024-02-09,521579945,24,2024-04-04 03:42:30.223997
1802132,"Aurora Private Wealth, Inc.",0001802132-24-000001,2023-12-31,2024-01-30,106040,157,2024-04-04 03:42:30.223997
711089,BENEDICT FINANCIAL ADVISORS INC,0001398344-24-001199,2023-12-31,2024-01-29,367012530,124,2024-04-04 03:42:30.223997
1105471,BONNESS ENTERPRISES INC,0001420506-24-000043,2023-12-31,2024-01-22,239059007,58,2024-04-04 03:42:30.223997
727117,BUILDER INVESTMENT GROUP INC /ADV,0001172661-24-000292,2023-12-31,2024-01-22,278448342,105,2024-04-04 03:42:30.223997
1730477,"Ballast, Inc.",0001172661-24-000265,2023-12-31,2024-01-18,290064449,120,2024-04-04 03:42:30.223997
1704107,"BlueSky Wealth Advisors, LLC",0001172661-24-000741,2023-12-31,2024-02-12,537977678,69,2024-04-04 03:42:30.223997
1534866,Boston Trust Walden Corp,0001534866-24-000002,2023-12-31,2024-01-24,13255036554,585,2024-04-04 03:42:30.223997
1748766,"Brand Asset Management Group, Inc.",0001748766-24-000001,2023-12-31,2024-01-22,218705616,76,2024-04-04 03:42:30.223997
1716399,"CAHABA WEALTH MANAGEMENT, INC.",0001172661-24-000301,2023-12-31,2024-01-23,1008483046,142,2024-04-04 03:42:30.223997
919447,"CASCADE INVESTMENT GROUP, INC.",0001172661-24-000229,2023-12-31,2024-01-16,123955455,135,2024-04-04 03:42:30.223997
919538,CORBYN INVESTMENT MANAGEMENT INC/MD,0000919538-24-000001,2023-12-31,2024-02-02,212371977,60,2024-04-04 03:42:30.223997
1224890,CULBERTSON A N & CO INC,0001172661-24-000282,2023-12-31,2024-01-19,537663778,119,2024-04-04 03:42:30.223997
1737089,CX Institutional,0001737089-24-000001,2023-12-31,2024-01-12,1870257764,524,2024-04-04 03:42:30.223997
1633695,Cambridge Advisors Inc.,0001214659-24-000799,2023-12-31,2024-01-17,398004110,165,2024-04-04 03:42:30.223997
1803229,"Capital Advisory Group Advisory Services, LLC",0001085146-24-000128,2023-12-31,2024-01-10,186548168,143,2024-04-04 03:42:30.223997
1666024,Capital Asset Advisory Services LLC,0001398344-24-000373,2023-12-31,2024-01-09,1615782930,306,2024-04-04 03:42:30.223997
1810158,Capital Market Strategies LLC,0001810158-24-000001,2023-12-31,2024-01-08,114630778,148,2024-04-04 03:42:30.223997
1610769,"Caprock Group, LLC",0001085146-24-000318,2023-12-31,2024-01-18,1564948248,693,2024-04-04 03:42:30.223997
1862145,Clarity Financial LLC,0001862145-24-000001,2023-12-31,2024-01-12,576841801,112,2024-04-04 03:42:30.223997
1324279,Coastline Trust Co,0001062993-24-001173,2023-12-31,2024-01-23,752037096,433,2024-04-04 03:42:30.223997
1774879,"Cornerstone Wealth Group, LLC",0001214659-24-001248,2023-12-31,2024-01-29,698121635,145,2024-04-04 03:42:30.223997
1594320,Coronation Fund Managers Ltd.,0001172661-24-000616,2023-12-31,2024-02-09,3586488570,304,2024-04-04 03:42:30.223997
1698461,Counterpoint Mutual Funds LLC,0001172661-24-000515,2023-12-31,2024-02-07,224774618,103,2024-04-04 03:42:30.223997
1729673,"DDD Partners, LLC",0001729673-24-000001,2023-12-31,2024-01-18,743953699,83,2024-04-04 03:42:30.223997
1717658,"DeDora Capital, Inc.",0001172661-24-000267,2023-12-31,2024-01-18,284891903,102,2024-04-04 03:42:30.223997
1723115,"Demars Financial Group, LLC",0001723115-24-000003,2023-12-31,2024-02-01,187054803,65,2024-04-04 03:42:30.223997
1881335,"Dominguez Wealth Management Solutions, Inc.",0001881335-24-000001,2023-12-31,2024-01-09,120577550,56,2024-04-04 03:42:30.223997
1799435,"EPIQ PARTNERS, LLC",0001799435-24-000001,2023-12-31,2024-01-11,139425596,69,2024-04-04 03:42:30.223997
1457320,"EXCHANGE TRADED CONCEPTS, LLC",0001213900-24-001413,2023-12-31,2024-01-05,3741971938,1224,2024-04-04 03:42:30.223997
1117233,FLAGSTAR ADVISORS INC,0001172661-24-000279,2023-12-31,2024-01-19,315916213,176,2024-04-04 03:42:30.223997
1954805,Fiduciary Alliance LLC,0001954805-24-000001,2023-12-31,2024-01-17,507794419,184,2024-04-04 03:42:30.223997
1774343,"Financial Strategies Group, Inc.",0001986152-24-000003,2023-12-31,2024-01-30,351845641,77,2024-04-04 03:42:30.223997
1767107,"GARRISON POINT ADVISORS, LLC",0001172661-24-000538,2023-12-31,2024-02-08,141798702,145,2024-04-04 03:42:30.223997
1161822,GREENWOOD CAPITAL ASSOCIATES LLC,0001161822-24-000004,2023-12-31,2024-03-05,771281953,245,2024-04-04 03:42:30.223997
1840945,"Galvin, Gaustad & Stein, LLC",0001172661-24-000206,2023-12-31,2024-01-11,1069310667,183,2024-04-04 03:42:30.223997
1963807,"Goldstein Advisors, LLC",0001172661-24-000692,2023-12-31,2024-02-12,592888516,174,2024-04-04 03:42:30.223997
1162781,HARVEY INVESTMENT CO LLC,0001162781-24-000001,2023-12-31,2024-01-24,826495,93,2024-04-04 03:42:30.223997
1145255,HENNESSY ADVISORS INC,0000897069-24-000164,2023-12-31,2024-01-18,1343910575,218,2024-04-04 03:42:30.223997
1511739,"Hanlon Investment Management, Inc.",0001511739-24-000001,2023-12-31,2024-02-09,315686435,139,2024-04-04 03:42:30.223997
1657676,Hao Advisors Management Ltd,0001657676-24-000001,2023-12-31,2024-01-18,0,1,2024-04-04 03:42:30.223997
1963794,"Heritage Wealth Partners, LLC",0001963794-24-000001,2023-12-31,2024-01-19,48996670,44,2024-04-04 03:42:30.223997
1802451,HighMark Wealth Management LLC,0001802451-24-000001,2023-12-31,2024-01-23,135665271,576,2024-04-04 03:42:30.223997
1890183,"Holland Advisory Services, Inc.",0001890183-24-000001,2023-12-31,2024-01-22,87319324,40,2024-04-04 03:42:30.223997
1791555,"Hubbell Strickland Wealth Management, LLC",0001062993-24-000855,2023-12-31,2024-01-16,182766989,74,2024-04-04 03:42:30.223997
1976010,"INSTRUMENTAL WEALTH, LLC",0001976010-24-000002,2023-12-31,2024-01-25,92570766,41,2024-04-04 03:42:30.223997
1569606,INVESTMENTAKTIENGESELLSCHAFT FUER LANGFRISTIGE INVESTOREN TG,0001569606-24-000003,2023-12-31,2024-02-13,1355576,19,2024-04-04 03:42:30.223997
1620943,IQ EQ FUND MANAGEMENT (IRELAND) Ltd,0001213900-24-011866,2023-12-31,2024-02-09,848760741,280,2024-04-04 03:42:30.223997
1844821,"IRONWOOD WEALTH MANAGEMENT, INC.",0001844821-24-000001,2023-12-31,2024-01-23,182782390,22,2024-04-04 03:42:30.223997
1909307,"Investments & Financial Planning, LLC",0001909307-24-000002,2023-12-31,2024-01-18,133535083,32,2024-04-04 03:42:30.223997
1836270,"Iron Horse Wealth Management, LLC",0001836270-24-000001,2023-12-31,2024-01-22,228668,499,2024-04-04 03:42:30.223997
1525947,"Kessler Investment Group, LLC",0001525947-24-000001,2023-12-31,2024-02-07,163316088,166,2024-04-04 03:42:30.223997
1785498,Keudell/Morrison Wealth Management,0001785498-24-000001,2023-12-31,2024-02-14,303080237,191,2024-04-04 03:42:30.223997
1633389,"Koshinski Asset Management, Inc.",0001062993-24-001522,2023-12-31,2024-01-29,658792941,972,2024-04-04 03:42:30.223997
1961944,"LAM GROUP, INC.",0001961944-24-000001,2023-12-31,2024-01-30,109850034,123,2024-04-04 03:42:30.223997
1641992,LGT CAPITAL PARTNERS LTD.,0001062993-24-001002,2023-12-31,2024-01-18,3351232309,60,2024-04-04 03:42:30.223997
1455845,"LS Investment Advisors, LLC",0001455845-24-000001,2023-12-31,2024-01-12,576756840,138,2024-04-04 03:42:30.223997
1387458,LaFleur & Godfrey LLC,0001387458-24-000002,2023-12-31,2024-01-18,670693591,136,2024-04-04 03:42:30.223997
1844830,Lakehouse Capital Pty Ltd,0001844830-24-000001,2023-12-31,2024-01-18,125119,14,2024-04-04 03:42:30.223997
837980,"Lee Financial Group Hawaii, Inc.",0001398344-24-000880,2023-12-31,2024-01-23,117442422,30,2024-04-04 03:42:30.223997
1871734,"Level Financial Advisors, Inc.",0001871734-24-000001,2023-12-31,2024-01-23,202285653,279,2024-04-04 03:42:30.223997
1908386,"Leverty Financial Group, LLC",0001908386-24-000001,2023-12-31,2024-01-10,157710200,34,2024-04-04 03:42:30.223997
1366838,"Liberty Capital Management, Inc.",0001085146-24-000447,2023-12-31,2024-01-24,381072934,155,2024-04-04 03:42:30.223997
1384484,MAD RIVER INVESTORS,0001384484-24-000002,2023-12-31,2024-01-26,107749303,26,2024-04-04 03:42:30.223997
903947,MILLER HOWARD INVESTMENTS INC /NY,0000903947-24-000001,2023-12-31,2024-01-26,2870607681,195,2024-04-04 03:42:30.223997
1911097,Marion Wealth Management,0001911097-24-000001,2023-12-31,2024-01-10,312806954,118,2024-04-04 03:42:30.223997
1720235,"Measured Wealth Private Client Group, LLC",0001172661-24-000480,2023-12-31,2024-02-06,271422721,176,2024-04-04 03:42:30.223997
1715579,Medicxi Ventures Management (Jersey) Ltd,0000950123-24-000564,2023-12-31,2024-02-01,296229948,5,2024-04-04 03:42:30.223997
1909851,"Morton Brown Family Wealth, LLC",0001909851-24-000001,2023-12-31,2024-01-29,228235461,288,2024-04-04 03:42:30.223997
1092290,NORRIS PERNE & FRENCH LLP/MI,0001092290-24-000003,2023-12-31,2024-01-22,1292380213,136,2024-04-04 03:42:30.223997
1752762,Next Capital Management LLC,0001437749-24-001683,2023-12-31,2024-01-19,234932437,125,2024-04-04 03:42:30.223997
1815025,"NovaPoint Capital, LLC",0001815025-24-000001,2023-12-31,2024-01-16,269325496,132,2024-04-04 03:42:30.223997
1780565,"O'Keefe Stevens Advisory, Inc.",0001780565-24-000002,2023-12-31,2024-01-05,248227044,45,2024-04-04 03:42:30.223997
1755987,Oak Thistle LLC,0001755987-24-000002,2023-12-31,2024-01-22,348037329,424,2024-04-04 03:42:30.223997
1770994,"Occidental Asset Management, LLC",0001214659-24-000945,2023-12-31,2024-01-19,482217099,208,2024-04-04 03:42:30.223997
1844201,"Opal Wealth Advisors, LLC",0001844201-24-000001,2023-12-31,2024-01-22,253842785,170,2024-04-04 03:42:30.223997
1910344,P/E Global LLC,0001910344-24-000002,2023-12-31,2024-01-11,669498,1,2024-04-04 03:42:30.223997
1277557,PRIVATE TRUST CO NA,0001277557-24-000001,2023-12-31,2024-01-24,0,0,2024-04-04 03:42:30.223997
1703383,"Pinnacle Bancorp, Inc.",0001703383-24-000001,2023-12-31,2024-01-25,305475133,796,2024-04-04 03:42:30.223997
1654175,Proficio Capital Partners LLC,0001214659-24-002422,2023-12-31,2024-02-13,808910325,302,2024-04-04 03:42:30.223997
1774086,RDA Financial Network,0001774086-24-000001,2023-12-31,2024-01-12,263911860,226,2024-04-04 03:42:30.223997
1845210,"RFG HOLDINGS, INC.",0001085146-24-000553,2023-12-31,2024-01-30,196654254,27,2024-04-04 03:42:30.223997
1916690,RICHELIEU GESTION SA,0001916690-24-000001,2023-12-31,2024-01-16,111786,76,2024-04-04 03:42:30.223997
733444,ROMAN BUTLER FULLERTON & CO,0001085146-24-000564,2023-12-31,2024-01-31,256951886,207,2024-04-04 03:42:30.223997
1963839,"Redwood Wealth Management Group, LLC",0001963839-24-000001,2023-12-31,2024-01-25,90185406,143,2024-04-04 03:42:30.223997
1882572,Riverwater Partners LLC,0001941040-24-000002,2023-12-31,2024-01-05,126778633,196,2024-04-04 03:42:30.223997
1173889,SANDER CAPITAL ADVISORS INC,0001493152-24-001966,2023-12-31,2024-01-10,195427,15,2024-04-04 03:42:30.223997
1911735,"SS&H Financial Advisors, Inc.",0001911735-24-000001,2023-12-31,2024-02-13,235805,116,2024-04-04 03:42:30.223997
1800692,"Secure Asset Management, LLC",0001800692-24-000001,2023-12-31,2024-01-22,372092609,226,2024-04-04 03:42:30.223997
1905665,Shearwater Capital LLC,0001905665-24-000003,2023-12-31,2024-01-17,125946092,42,2024-04-04 03:42:30.223997
1967706,Sparta 24 Ltd.,0001213900-24-018271,2023-12-31,2024-02-29,101419395,9,2024-04-04 03:42:30.223997
1632078,"Spectrum Asset Management, Inc. (NB/CA)",0001632078-24-000002,2023-12-31,2024-01-25,225856849,115,2024-04-04 03:42:30.223997
1907433,Stegner Investment Associates Inc.,0001172661-24-000593,2023-12-31,2024-02-08,126145792,19,2024-04-04 03:42:30.223997
1767821,"Strategic Blueprint, LLC",0001767821-24-000002,2023-12-31,2024-01-25,1211296126,561,2024-04-04 03:42:30.223997
1964298,"Syntegra Private Wealth Group, LLC",0001172661-24-000268,2023-12-31,2024-01-18,708515677,129,2024-04-04 03:42:30.223997
1965616,"Tanglewood Legacy Advisors, LLC",0001965616-24-000001,2023-12-31,2024-01-23,183059416,279,2024-04-04 03:42:30.223997
1809574,Trinity Financial Advisors LLC,0001809574-24-000002,2023-12-31,2024-02-06,204946576,75,2024-04-04 03:42:30.223997
1877090,Twelve Points Wealth Management LLC,0001877090-24-000001,2023-12-31,2024-01-12,210892085,164,2024-04-04 03:42:30.223997
754811,U S GLOBAL INVESTORS INC,0001437749-24-001936,2023-12-31,2024-01-23,1486700852,181,2024-04-04 03:42:30.223997
933429,"UMB Bank, n.a.",0000933429-24-000002,2023-12-31,2024-01-23,6841472262,2290,2024-04-04 03:42:30.223997
1080201,VALICENTI ADVISORY SERVICES INC,0001080201-24-000001,2023-12-31,2024-01-16,329045,84,2024-04-04 03:42:30.223997
1079736,WASHINGTON TRUST Co,0001079736-24-000001,2023-12-31,2024-01-18,2527007759,1275,2024-04-04 03:42:30.223997
1728657,"Wagner Wealth Management, LLC",0001398344-24-000766,2023-12-31,2024-01-19,297635906,232,2024-04-04 03:42:30.223997
1900099,"Washington Trust Advisors, Inc.",0001079736-24-000002,2023-12-31,2024-01-18,1044323363,864,2024-04-04 03:42:30.223997
1443095,"Welch Group, LLC",0001443095-24-000002,2023-12-31,2024-01-23,1856813501,228,2024-04-04 03:42:30.223997
1813577,"Whitcomb & Hess, Inc.",0001813577-24-000001,2023-12-31,2024-01-17,290997322,45,2024-04-04 03:42:30.223997
1727593,White Lighthouse Investment Management Inc.,0001085146-24-000398,2023-12-31,2024-01-23,456917209,121,2024-04-04 03:42:30.223997
1973967,"Yoder Wealth Management, Inc.",0001214659-24-001721,2023-12-31,2024-02-02,141723917,97,2024-04-04 03:42:30.223997
1791996,1900 WEALTH MANAGEMENT LLC,0001791996-24-000001,2023-12-31,2024-02-01,1089530956,294,2024-04-04 03:42:30.223997
842766,ADVISORS MANAGEMENT GROUP INC /ADV,0000842766-24-000001,2023-12-31,2024-01-26,368102,160,2024-04-04 03:42:30.223997
1853401,ADVOCATE GROUP LLC,0001853401-24-000001,2023-12-31,2024-01-19,465835973,116,2024-04-04 03:42:30.223997
7195,"ARGUS INVESTORS' COUNSEL, INC.",0000007195-24-000001,2023-12-31,2024-01-22,155673218,98,2024-04-04 03:42:30.223997
1802696,Alhambra Investment Partners LLC,0001802696-24-000002,2023-12-31,2024-01-17,168512967,160,2024-04-04 03:42:30.223997
1900584,"Amplius Wealth Advisors, LLC",0001900584-24-000001,2023-12-31,2024-01-10,827420612,172,2024-04-04 03:42:30.223997
1929509,Ardian France SA,0000904454-23-000564,2023-09-30,2023-10-17,62521965,1,2024-04-04 03:42:30.223997
